accurate,author_birth_year,gutenberg_id,id,period_start_year
False,1667,4208,3731,1800
True,1685,4722,3736,1600
False,1657,4752,3741,1800
False,1655,4977,3746,1800
True,1621,5277,3751,1600
True,1621,5282,3756,1600
True,1621,5287,3761,1600
True,1621,5292,3766,1600
True,1621,5297,3771,1600
True,1623,5619,3776,1600
False,1680,6035,3781,1800
False,1625,6064,3786,1700
False,1600,6371,3790,1800
False,1657,6509,3795,1800
True,1657,6514,3800,1600
True,1622,6564,3805,1600
False,1621,7241,3815,1700
False,1622,7444,3820,1700
True,1633,7554,3825,1600
False,1657,7798,3829,1800
True,1640,8885,3834,1600
False,1688,9413,3839,1700
True,1689,9881,3844,1600
False,1689,10590,3849,1700
True,1672,11010,3854,1600
True,1631,11578,3859,1600
False,1600,12173,3864,1700
False,1627,12544,3869,1700
True,1689,12958,3874,1600
True,1658,13285,3879,1600
False,1667,13621,3884,1700
False,1667,14353,3889,1700
False,1631,14947,3894,1700
True,1683,15329,3899,1600
True,1648,15649,3904,1600
False,1642,15784,3909,1700
False,1688,16044,3914,1700
False,1688,16346,3919,1700
False,1688,16627,3924,1800
False,1628,17208,3929,1800
True,1620,17833,3934,1600
False,1694,18569,3939,1800
False,1608,19819,3944,1800
False,1672,20648,3949,1700
False,1697,21513,3954,1700
True,1627,22914,3959,1600
True,1627,24238,3964,1600
False,1648,25133,3969,1700
False,1622,27072,3974,1800
False,1621,28375,3979,1700
False,1628,29021,3983,1700
True,1651,29547,3988,1600
False,1614,30327,3993,1800
False,1686,30577,3998,1800
False,1628,31431,4003,1800
True,1685,31848,4008,1600
False,1688,32841,4013,1700
False,1642,33504,4018,1800
False,1694,35624,4027,1700
False,1694,35629,4032,1700
False,1605,35888,4037,1800
True,1679,37218,4042,1600
False,1674,37543,4047,1800
False,1693,38102,4052,1700
True,1692,38501,4057,1600
True,1628,39452,4062,1600
False,1616,40339,4067,1800
False,1660,41076,4072,1700
False,1684,42022,4077,1800
False,1688,43271,4082,1700
True,1640,43629,4087,1600
False,1631,44050,4092,1700
True,1615,44655,4097,1600
False,1655,45471,4102,1700
False,1697,47130,4107,1700
True,1626,47787,4112,1600
False,1621,50316,4117,1800
False,1697,51459,4122,1700
False,1698,52086,4127,1700
True,1663,53412,4132,1600
False,1783,41,4137,1800
True,1775,121,4142,1700
False,1772,151,4147,1800
True,1758,247,4152,1700
True,1753,409,4157,1700
True,1764,573,4162,1700
True,1758,662,4167,1700
True,1737,731,4172,1700
True,1737,736,4177,1700
True,1771,792,4182,1700
True,1775,946,4190,1700
True,1713,1079,4195,1700
True,1707,1147,4200,1700
False,1799,1215,4205,1800
False,1799,1237,4210,1800
False,1749,1287,4214,1800
False,1799,1307,4219,1800
True,1799,1344,4224,1700
False,1799,1369,4229,1800
True,1771,1377,4234,1700
True,1799,1403,4239,1700
True,1799,1411,4243,1700
True,1799,1426,4248,1700
True,1799,1437,4253,1700
False,1799,1456,4258,1800
False,1799,1475,4263,1800
False,1799,1555,4268,1800
True,1771,1606,4273,1700
False,1799,1660,4278,1800
False,1799,1683,4283,1800
False,1799,1729,4288,1800
False,1799,1811,4293,1800
False,1799,1841,4298,1800
False,1799,1873,4303,1800
False,1799,1899,4308,1800
False,1799,1925,4313,1800
False,1799,1941,4318,1800
False,1799,1950,4323,1800
False,1799,1968,4328,1800
True,1760,2060,4333,1700
True,1722,2093,4338,1700
False,1795,2104,4343,1800
True,1795,2109,4348,1700
True,1795,2114,4353,1700
True,1795,2119,4358,1700
True,1767,2129,4363,1700
False,1789,2275,4368,1800
False,1789,2328,4373,1800
False,1795,2490,4378,1800
True,1729,2663,4387,1700
True,1789,2792,4392,1700
True,1725,2951,4397,1700
True,1725,2956,4402,1700
True,1725,2961,4407,1700
True,1725,2966,4412,1700
True,1725,2971,4417,1700
True,1725,2976,4422,1700
True,1725,2981,4427,1700
True,1764,3268,4432,1700
False,1796,3327,4437,1800
False,1784,3539,4442,1500
True,1769,3554,4447,1700
True,1769,3559,4452,1700
True,1769,3564,4457,1700
False,1778,3569,4462,1800
True,1778,3574,4467,1700
False,1778,3579,4472,1800
True,1737,3741,4476,1700
False,1782,3759,4480,1800
True,1729,3820,4485,1700
True,1749,3882,4490,1700
True,1752,3888,4495,1700
True,1712,3902,4500,1700
True,1712,3907,4505,1700
True,1712,3912,4510,1700
False,1797,3950,4515,1800
True,1775,4008,4520,1700
False,1787,4033,4525,1800
False,1787,4048,4530,1800
True,1721,4084,4535,1700
True,1766,4239,4540,1700
True,1711,4320,4545,1700
True,1766,4335,4550,1700
True,1717,4609,4555,1700
True,1709,4678,4560,1700
True,1711,4705,4565,1700
True,1792,4797,4570,1700
True,1796,4912,4575,1700
False,1796,4928,4580,1800
True,1732,5010,4585,1700
False,1767,5015,4586,1800
True,1799,5089,4590,1700
True,1796,5108,4595,1700
True,1729,5182,4600,1700
True,1754,5210,4605,1700
True,1771,5305,4610,1700
True,1771,5353,4615,1700
True,1709,5429,4620,1700
False,1798,5647,4625,1800
True,1724,5682,4630,1700
False,1796,5817,4635,1800
True,1799,5958,4640,1700
True,1737,6031,4644,1700
True,1772,6081,4649,1700
True,1707,6096,4654,1700
True,1785,6146,4659,1700
True,1785,6170,4664,1700
True,1752,6346,4669,1700
True,1771,6428,4674,1700
True,1771,6490,4679,1700
True,1771,6661,4684,1700
False,1797,6701,4689,1800
True,1721,6758,4694,1700
True,1759,6771,4699,1700
True,1759,6776,4704,1700
True,1759,6781,4709,1700
False,1759,6786,4714,1800
True,1759,6791,4718,1700
True,1759,6796,4723,1700
False,1707,6828,4728,1600
True,1771,6939,4733,1700
True,1771,6944,4738,1700
True,1783,7002,4743,1700
True,1771,7023,4748,1700
False,1795,7087,4753,1800
True,1767,7148,4758,1700
True,1760,7258,4763,1700
False,1799,7416,4768,1800
True,1712,7555,4773,1700
False,1775,7768,4778,1800
False,1796,7822,4783,1800
True,1756,7851,4788,1700
True,1798,7902,4793,1700
True,1798,7907,4798,1700
True,1798,7912,4803,1700
True,1798,7917,4808,1700
True,1798,7922,4813,1700
True,1783,7948,4818,1700
True,1783,7993,4823,1700
False,1790,8114,4828,1800
False,1772,8208,4833,1800
True,1771,8225,4838,1700
True,1773,8461,4843,1700
True,1767,8531,4848,1700
True,1731,8592,4853,1700
False,1793,8672,4858,1800
False,1797,8743,4863,1800
True,1767,8826,4868,1700
True,1784,8884,4873,1700
True,1723,8910,4878,1700
True,1770,8940,4883,1700
False,1766,9043,4888,1800
True,1766,9092,4893,1700
True,1767,9107,4898,1700
False,1796,9196,4903,1800
True,1767,9414,4908,1700
True,1776,9478,4913,1700
True,1707,9611,4918,1700
True,1711,9662,4923,1700
True,1745,9811,4928,1700
True,1789,9845,4933,1700
True,1775,10125,4942,1700
True,1770,10219,4947,1700
True,1709,10351,4952,1700
True,1740,10451,4961,1700
True,1756,10597,4966,1700
True,1760,10633,4971,1700
False,1788,10731,4980,1800
True,1772,10801,4985,1700
True,1709,10835,4990,1700
False,1798,10915,4995,1800
True,1791,11017,5000,1700
True,1779,11059,5005,1700
True,1793,11119,5010,1700
True,1776,11194,5015,1700
True,1709,11254,5020,1700
True,1789,11409,5025,1700
True,1793,11454,5030,1700
False,1788,11585,5034,1800
True,1709,11768,5039,1700
False,1787,11951,5044,1800
True,1787,11956,5049,1700
True,1703,12014,5054,1700
True,1717,12073,5059,1700
True,1755,12325,5064,1700
True,1789,12445,5069,1700
True,1762,12519,5074,1700
True,1797,12561,5079,1700
True,1782,12669,5084,1700
True,1726,12861,5089,1700
True,1792,12954,5094,1700
True,1792,13033,5099,1700
True,1770,13065,5104,1700
True,1799,13159,5109,1700
True,1792,13276,5114,1700
True,1755,13381,5119,1700
False,1799,13511,5124,1800
True,1795,13534,5129,1700
True,1772,13606,5133,1700
True,1789,13824,5138,1700
True,1798,13988,5143,1700
True,1717,14098,5148,1700
True,1783,14228,5153,1700
True,1764,14424,5158,1700
True,1755,14464,5163,1700
True,1755,14611,5168,1700
True,1771,14860,5173,1700
True,1745,15031,5178,1700
True,1738,15100,5183,1700
True,1769,15254,5188,1700
True,1760,15304,5193,1700
False,1716,15409,5198,1800
True,1758,15469,5203,1700
True,1794,15581,5208,1700
True,1729,15700,5213,1700
True,1749,15850,5218,1700
True,1786,15911,5223,1700
True,1794,16002,5228,1700
True,1794,16007,5233,1700
False,1794,16012,5238,1800
True,1794,16017,5243,1700
True,1756,16199,5248,1700
False,1794,16227,5253,1800
True,1729,16292,5258,1700
True,1741,16445,5263,1700
True,1779,16549,5268,1700
True,1779,16609,5273,1700
True,1719,16724,5278,1700
True,1743,16782,5283,1700
True,1766,16896,5288,1700
True,1788,16997,5293,1700
False,1774,17124,5298,1900
True,1717,17411,5303,1700
True,1775,17595,5308,1700
True,1779,17684,5313,1700
True,1778,17882,5318,1700
True,1794,18049,5323,1700
True,1774,18136,5328,1700
True,1794,18290,5333,1700
False,1720,18417,5338,1800
True,1755,18591,5343,1700
True,1792,18601,5348,1700
True,1785,18862,5352,1700
True,1786,18985,5357,1700
True,1746,19123,5362,1700
True,1711,19213,5367,1700
False,1798,19315,5372,1800
True,1745,19595,5377,1700
True,1787,19879,5382,1700
False,1791,20014,5387,1800
True,1762,20177,5392,1700
True,1740,20263,5397,1700
True,1711,20450,5402,1700
True,1791,20504,5407,1700
True,1771,20749,5411,1700
False,1791,20828,5416,1800
True,1797,20946,5421,1700
True,1785,21201,5426,1700
False,1792,21549,5431,1800
True,1792,21554,5434,1700
False,1792,21559,5438,1800
True,1792,21574,5441,1700
True,1792,21580,5445,1700
True,1788,21811,5450,1700
True,1746,21843,5454,1700
True,1791,21973,5458,1700
True,1755,22337,5463,1700
False,1742,22490,5468,1800
False,1771,22656,5473,1800
False,1787,22836,5478,1800
True,1787,22841,5483,1700
False,1787,22846,5488,1800
True,1792,23138,5493,1700
False,1749,23281,5498,1800
False,1795,23684,5503,1800
False,1785,23788,5508,1800
False,1775,24015,5513,1800
True,1795,24280,5517,1700
True,1796,24419,5522,1700
True,1728,24591,5527,1700
True,1779,24718,5532,1700
True,1732,25008,5537,1700
True,1788,25340,5542,1700
False,1749,25698,5547,1800
False,1759,25733,5552,1800
False,1785,25940,5557,1800
True,1723,26050,5562,1700
True,1784,26170,5567,1700
True,1750,26457,5572,1700
False,1787,26688,5577,1800
True,1718,26870,5582,1700
False,1798,27069,5587,1800
True,1735,27221,5592,1700
True,1786,27366,5597,1700
True,1731,27600,5602,1700
True,1764,27740,5607,1700
True,1754,27763,5612,1700
False,1738,28172,5617,1800
False,1799,28563,5626,1800
False,1786,28745,5631,1800
True,1787,28879,5636,1700
False,1759,28969,5641,1500
True,1772,29091,5646,1700
True,1799,29215,5651,1700
True,1729,29226,5656,1700
True,1785,29231,5660,1700
True,1792,29291,5665,1700
True,1765,29372,5670,1700
False,1794,29700,5675,1800
False,1799,30129,5680,1800
True,1781,30323,5685,1700
True,1798,30478,5690,1700
True,1779,30564,5695,1700
True,1743,30775,5700,1700
True,1766,31078,5705,1700
True,1789,31210,5710,1700
True,1723,31275,5715,1700
True,1764,31374,5720,1700
False,1793,31517,5725,1800
True,1798,31568,5730,1700
True,1745,31697,5734,1700
True,1764,31747,5739,1700
False,1789,31832,5743,1800
True,1755,31934,5748,1700
False,1761,32192,5753,1800
True,1770,32459,5758,1700
False,1789,32632,5763,1800
True,1783,32987,5768,1700
True,1751,33344,5773,1700
False,1795,33478,5778,1800
False,1749,33670,5783,1800
False,1797,34010,5788,1800
True,1744,34123,5793,1700
True,1793,34338,5798,1700
True,1732,34479,5803,1700
True,1751,34634,5808,1700
True,1707,34779,5813,1700
True,1787,34867,5818,1700
False,1793,35152,5823,1800
True,1794,35224,5828,1700
True,1779,35409,5833,1700
True,1769,35532,5838,1700
False,1763,35664,5843,1800
True,1797,35870,5848,1700
True,1753,35959,5853,1700
True,1786,36113,5858,1700
False,1763,36164,5862,1800
True,1792,36208,5867,1700
True,1771,36290,5872,1700
True,1706,36338,5877,1700
True,1789,36406,5882,1700
True,1791,36501,5887,1700
False,1783,36544,5892,1800
True,1717,36575,5897,1700
True,1789,36631,5902,1700
False,1798,36660,5906,1800
True,1794,36818,5911,1700
True,1782,36843,5916,1700
True,1764,37057,5920,1700
True,1720,37311,5925,1700
True,1752,37438,5930,1700
False,1797,37478,5935,1800
True,1766,37571,5940,1700
True,1758,37764,5945,1700
False,1786,37925,5950,1800
True,1723,38094,5955,1700
True,1779,38230,5960,1700
True,1793,38332,5965,1700
True,1790,38377,5970,1700
False,1788,40097,6064,1800
True,1719,38444,5975,1700
True,1752,38529,5980,1700
True,1799,38621,5985,1700
True,1785,38741,5990,1700
True,1782,38784,5995,1700
True,1780,38997,6000,1700
False,1792,39055,6005,1800
True,1797,39087,6010,1700
True,1789,39207,6015,1700
True,1725,39301,6019,1700
True,1725,39306,6024,1700
True,1789,39472,6029,1700
True,1793,39615,6034,1700
True,1780,39710,6039,1700
True,1796,39758,6044,1700
True,1741,39890,6049,1700
True,1770,39959,6054,1700
True,1788,40021,6059,1700
True,1769,40180,6069,1700
True,1706,40236,6074,1700
False,1798,40405,6079,1800
True,1794,40435,6084,1700
True,1741,40474,6089,1700
True,1752,40619,6094,1700
False,1795,40732,6099,1800
True,1781,40860,6104,1700
False,1771,40924,6109,1800
True,1794,40971,6114,1700
False,1789,41014,6119,1800
True,1785,41145,6124,1700
True,1772,41212,6129,1700
True,1793,41299,6134,1700
True,1794,41470,6138,1700
True,1749,41646,6143,1700
False,1770,41796,6148,1800
True,1784,42060,6153,1700
True,1787,42154,6158,1700
True,1790,42410,6167,1700
True,1793,42602,6172,1700
True,1773,42839,6181,1700
False,1782,42947,6186,1800
True,1772,43099,6191,1700
False,1789,43262,6196,1800
True,1794,43504,6201,1700
True,1792,43543,6206,1700
True,1759,43578,6211,1700
False,1793,43693,6216,1800
True,1779,43774,6221,1700
True,1746,43858,6226,1700
True,1789,44056,6231,1700
True,1794,44140,6236,1700
True,1772,44264,6241,1700
False,1798,44287,6246,1800
True,1778,44408,6251,1700
False,1789,44444,6256,1800
False,1778,44562,6261,1800
False,1780,44736,6266,1800
True,1772,44795,6271,1700
False,1789,44875,6276,1800
False,1775,44934,6281,1800
True,1789,45160,6286,1700
True,1787,45496,6291,1700
True,1707,45639,6296,1700
True,1771,45778,6301,1700
False,1794,45851,6306,1800
True,1799,46009,6311,1700
False,1797,46260,6316,1800
False,1789,46331,6321,1800
False,1795,46608,6326,1800
True,1776,46697,6331,1700
True,1754,46858,6336,1700
True,1773,47485,6341,1700
False,1799,48067,6346,1800
True,1706,48138,6351,1700
False,1724,48433,6356,1800
True,1796,48698,6361,1700
True,1771,48838,6366,1700
False,1784,48925,6371,1800
False,1703,49180,6376,1600
True,1789,49500,6381,1700
False,1789,49672,6386,1800
True,1793,50053,6390,1700
True,1769,50750,6395,1700
False,1796,51090,6400,1800
False,1770,51635,6405,1800
True,1745,51821,6410,1700
True,1794,52119,6415,1700
False,1798,52356,6420,1800
True,1795,52413,6425,1700
False,1724,52821,6434,1800
True,1798,53020,6439,1700
True,1795,53290,6444,1700
False,1804,40654,6449,1700
True,1818,39401,6454,1800
True,1812,33163,6459,1800
True,1814,3671,6464,1800
True,1804,20003,6469,1800
True,1819,39723,6472,1800
True,1803,14475,6477,1800
True,1803,7711,6482,1800
True,1812,44995,6487,1800
True,1809,2739,6492,1800
True,1814,4822,6497,1800
True,1819,44805,6502,1800
True,1819,1335,6507,1800
True,1811,48314,6512,1800
True,1811,34922,6517,1800
True,1812,24022,6522,1800
True,1814,23050,6527,1800
True,1814,4814,6532,1800
True,1812,41894,6537,1800
True,1818,35443,6542,1800
True,1819,2701,6547,1800
True,1802,6757,6552,1800
True,1818,8935,6557,1800
False,1810,30607,6562,1700
False,1813,25889,6567,1700
True,1808,7295,6572,1800
True,1814,4827,6577,1800
True,1803,33167,6582,1800
True,1814,4807,6587,1800
True,1803,1936,6592,1800
True,1814,3067,6597,1800
True,1814,4872,6602,1800
True,1814,4898,6607,1800
False,1803,7621,6612,1700
True,1814,26449,6616,1800
True,1814,23049,6621,1800
False,1803,7645,6626,1700
True,1804,33,6631,1800
True,1800,16367,6636,1800
False,1809,38837,6641,1700
True,1809,51489,6646,1800
True,1809,2354,6651,1800
True,1816,36591,6656,1800
True,1815,26541,6661,1800
True,1814,46883,6666,1800
True,1813,38147,6671,1800
True,1804,33803,6676,1800
True,1813,4523,6681,1800
True,1809,14094,6686,1800
True,1803,9770,6691,1800
True,1810,45034,6696,1800
True,1814,33023,6701,1800
True,1818,43716,6706,1800
True,1803,7702,6711,1800
True,1819,20762,6716,1800
True,1803,28817,6721,1800
True,1812,30127,6726,1800
True,1818,21239,6731,1800
True,1804,20004,6736,1800
True,1809,50611,6741,1800
True,1813,23435,6746,1800
True,1819,17774,6751,1800
True,1810,5252,6756,1800
True,1800,51187,6761,1800
True,1806,33468,6766,1800
True,1805,26491,6771,1800
True,1819,25412,6776,1800
True,1817,43337,6781,1800
True,1804,513,6786,1800
True,1803,28826,6791,1800
False,1801,44144,6796,1700
True,1805,27000,6801,1800
True,1809,22728,6806,1800
True,1807,9572,6811,1800
True,1806,34580,6816,1800
True,1817,10420,6821,1800
True,1803,7714,6826,1800
True,1804,9219,6831,1800
True,1816,31212,6836,1800
True,1804,7879,6841,1800
True,1808,50864,6846,1800
True,1804,19771,6851,1800
True,1811,2646,6856,1800
True,1802,23275,6861,1800
True,1812,650,6866,1800
True,1806,16906,6871,1800
True,1803,7624,6876,1800
True,1807,9562,6881,1800
True,1817,10703,6886,1800
True,1819,42892,6891,1800
True,1805,17860,6896,1800
True,1803,7593,6901,1800
True,1807,38486,6906,1800
True,1814,4866,6911,1800
True,1818,21237,6916,1800
True,1811,24648,6921,1800
True,1809,3426,6926,1800
True,1817,38175,6931,1800
False,1816,12362,6936,1700
True,1801,50856,6941,1800
True,1814,510,6946,1800
True,1817,14224,6951,1800
True,1807,9592,6956,1800
True,1818,42834,6961,1800
False,1809,35839,6966,1700
False,1809,35133,6971,1700
True,1811,22661,6976,1800
True,1806,39734,6981,1800
False,1813,37997,6985,1700
True,1801,50491,6990,1800
True,1812,52421,6995,1800
True,1814,4808,7000,1800
True,1815,33517,7005,1800
True,1812,52767,7010,1800
True,1802,1184,7015,1800
False,1802,2745,7020,1700
True,1819,7815,7025,1800
True,1818,39427,7030,1800
True,1807,9600,7035,1800
True,1815,3622,7040,1800
True,1811,50370,7045,1800
True,1812,12426,7050,1800
True,1801,49650,7055,1800
True,1818,41172,7060,1800
True,1814,4845,7065,1800
True,1806,33217,7070,1800
True,1811,22660,7075,1800
True,1802,3617,7080,1800
True,1812,916,7085,1800
True,1810,18937,7090,1800
False,1800,45385,7099,1700
True,1805,13811,7104,1800
True,1817,1022,7109,1800
True,1813,49352,7114,1800
False,1804,7926,7119,1700
True,1815,23184,7123,1800
True,1811,9904,7128,1800
True,1813,36081,7133,1800
True,1803,9768,7138,1800
True,1808,45430,7248,1800
True,1805,2866,7143,1800
True,1809,34827,7148,1800
True,1800,41642,7153,1800
False,1802,40281,7158,1700
True,1815,3718,7163,1800
True,1817,40870,7168,1800
True,1809,4346,7173,1800
True,1817,43591,7178,1800
True,1814,4899,7183,1800
True,1819,8523,7188,1800
True,1806,32082,7193,1800
True,1818,3309,7198,1800
True,1812,786,7203,1800
True,1805,49680,7208,1800
False,1803,7619,7213,1700
True,1803,7658,7218,1800
True,1815,9476,7223,1800
True,1811,48376,7228,1800
True,1812,824,7233,1800
True,1812,24765,7238,1800
False,1803,7634,7243,1700
True,1812,33008,7253,1800
True,1812,17393,7258,1800
False,1803,29107,7263,1700
True,1804,9215,7268,1800
True,1804,34308,7273,1800
True,1811,51025,7277,1800
False,1803,7730,7282,1700
True,1812,725,7287,1800
True,1803,7696,7292,1800
True,1811,38677,7297,1800
True,1804,3760,7302,1800
True,1809,4744,7307,1800
False,1814,41570,7312,1900
True,1819,22230,7317,1800
True,1814,39285,7322,1800
True,1813,11030,7327,1800
True,1812,16162,7332,1800
True,1805,32047,7337,1800
False,1803,7639,7342,1700
True,1803,12896,7347,1800
True,1815,5231,7407,1800
True,1806,30107,7352,1800
True,1803,21024,7357,1800
True,1802,36753,7362,1800
True,1802,2609,7367,1800
True,1803,42837,7372,1800
True,1812,25853,7377,1800
True,1817,48721,7382,1800
True,1815,42322,7387,1800
True,1814,40940,7392,1800
True,1811,2648,7397,1800
True,1819,17948,7402,1800
True,1815,3717,7412,1800
True,1811,47958,7417,1800
True,1815,26618,7422,1800
True,1812,35536,7426,1800
True,1818,45403,7431,1800
True,1800,36209,7436,1800
True,1801,49468,7441,1800
True,1839,31007,7446,1800
True,1824,2370,7451,1800
True,1836,1758,7456,1800
True,1836,2555,7461,1800
True,1833,12631,7466,1800
True,1822,8904,7471,1800
True,1825,5990,7476,1800
True,1837,21340,7481,1800
True,1832,20091,7486,1800
True,1837,4600,7491,1800
True,1825,40257,7496,1800
True,1832,10724,7501,1800
True,1832,18110,7506,1800
False,1834,50507,7511,1700
True,1832,19033,7516,1800
True,1828,14280,7521,1800
True,1836,6434,7525,1800
True,1822,18803,7529,1800
True,1837,5472,7534,1800
True,1822,14194,7539,1800
True,1824,1953,7544,1800
True,1823,21766,7549,1800
True,1825,23166,7554,1800
True,1837,7364,7559,1800
True,1822,24660,7564,1800
True,1835,43170,7569,1800
True,1824,10093,7574,1800
True,1835,44262,7579,1800
True,1834,49827,7584,1800
True,1837,3381,7589,1800
True,1831,24918,7593,1800
True,1837,5461,7597,1800
True,1823,40143,7602,1800
True,1839,20963,7607,1800
True,1822,25620,7612,1800
True,1829,31837,7617,1800
True,1834,46947,7622,1800
False,1824,30236,7627,1700
False,1822,18696,7632,1700
True,1834,49406,7637,1800
True,1830,20065,7642,1800
True,1832,5833,7647,1800
True,1832,52616,7652,1800
True,1834,43601,7657,1800
True,1826,21767,7662,1800
True,1830,3987,7667,1800
True,1823,5156,7672,1800
True,1821,21977,7677,1800
True,1824,5975,7682,1800
True,1825,34770,7687,1800
True,1832,24244,7692,1800
True,1837,31273,7697,1800
True,1828,1042,7702,1800
True,1837,25536,7706,1800
True,1823,47908,7711,1800
True,1837,18673,7716,1800
True,1835,17718,7721,1800
True,1820,40515,7726,1800
True,1834,52555,7731,1800
True,1837,5490,7736,1800
True,1831,33195,7741,1800
True,1830,35639,7746,1800
True,1834,40859,7751,1800
True,1830,21128,7756,1800
True,1836,10165,7761,1800
True,1828,52388,7766,1800
True,1828,4496,7771,1800
True,1837,17347,7776,1800
True,1825,23389,7781,1800
True,1828,986,7786,1800
True,1837,3384,7791,1800
True,1837,3380,7796,1800
True,1823,31868,7801,1800
True,1829,34658,7806,1800
True,1839,31019,7811,1800
True,1835,41375,7816,1800
True,1835,8588,7821,1800
True,1833,44492,7826,1800
True,1828,14379,7831,1800
True,1835,8525,7836,1800
True,1832,22022,7841,1800
True,1836,2544,7846,1800
True,1824,36157,7851,1800
True,1822,12549,7856,1800
True,1825,21749,7861,1800
True,1839,43130,7866,1800
True,1831,34140,7871,1800
True,1837,40233,7876,1800
True,1821,24963,7881,1800
True,1831,37842,7886,1800
True,1830,52647,7891,1800
False,1838,45654,7896,1700
True,1833,50068,7901,1800
True,1825,43328,7906,1800
True,1831,21495,7911,1800
True,1838,36043,7916,1800
True,1821,5761,7921,1800
True,1828,31034,7926,1800
True,1825,2940,7931,1800
True,1828,1698,7936,1800
True,1838,33443,7941,1800
True,1837,19896,7946,1800
True,1823,26572,7951,1800
True,1832,7366,7956,1800
False,1835,40978,7961,1700
True,1822,46018,7966,1800
True,1837,39989,7971,1800
True,1822,25444,7976,1800
True,1836,25508,7981,1800
True,1837,7404,7986,1800
True,1835,52444,7991,1800
True,1828,42870,7996,1800
True,1832,27567,8001,1800
True,1824,1627,8006,1800
True,1824,40841,8011,1800
True,1834,16518,8016,1800
True,1822,45118,8021,1800
True,1827,14510,8026,1800
True,1839,21636,8031,1800
True,1838,41813,8036,1800
True,1824,18614,8080,1800
True,1830,25000,8085,1800
True,1828,25701,8041,1800
True,1832,20459,8046,1800
True,1828,83,8051,1800
True,1820,31933,8056,1800
True,1834,12429,8060,1800
True,1831,34490,8065,1800
True,1833,38106,8070,1800
True,1821,51252,8075,1800
True,1839,18275,8090,1800
True,1834,39431,8095,1800
True,1830,33878,8100,1800
True,1835,3183,8105,1800
True,1836,2712,8109,1800
True,1835,3178,8114,1800
True,1821,15176,8119,1800
True,1826,27101,8124,1800
True,1835,93,8129,1800
True,1831,3931,8134,1800
True,1825,42442,8139,1800
True,1838,8428,8144,1800
True,1826,28322,8149,1800
True,1825,47086,8154,1800
True,1828,41119,8159,1800
True,1832,26043,8164,1800
True,1820,41480,8169,1800
True,1833,38811,8174,1800
True,1823,5843,8179,1800
True,1823,28077,8184,1800
